0,1,2,3
2417_train,5 Pacers and 5 Fans Are Charged in Fight,"No Pistons players were charged for the Nov. 19 brawl the brother of Detroit''s Ben Wallace, was charged for throwing punches at the Pacers'' Fred Jones.",Sports
2418_train,"Bonds propels Giants with arm, not bat","Barry Bonds swung at nine pitches and none of them left the ballpark. He made one spectacular throw and it saved the game.  quot;Tonight, he did it with his arm, quot; winning pitcher ",Sports
2419_train,Kluivert nets twice against first Arab team in UEFA match,"Patrick Kluivert struck twice for Newcastle United in a 2-0 victory over Bnei Sakhnin of Israel, thefirst Arab team to play in the UEFA Cup first-round, first-leg match on Thursday.",Sports
2420_train,"Redick, Ewing each score 29, total 10 three-pointers",The question late in Tuesday #39;s Michigan State-Duke game became: Would JJ Redick and Daniel Ewing wear down while the Spartans #39; depth became the difference?,Sports
2421_train,Tournament doctor thinks Clijsters #39; injury could threaten career,Former No. 1 Kim Clijsters #39; latest left wrist problem is a new injury that is expected to end her season but probably won #39;t require surgery.,Sports
2422_train,Bryant surprised by Malone #39;s reaction,"Kobe Bryant would love to have Karl Malone back with the Los Angeles Lakers, and believes comments he made in a recent radio interview were misunderstood.",Sports
2423_train,Michael Reiziger out with shoulder injury,"MIDDLESBROUGH, Aug 24 (SW) - Michael Reiziger will be sidelined for the coming six to eight weeks. The player dislocated his shoulder a few weeks ago and is unable to play on.",Sports
2424_train,Man U seek justice,"Manchester United have expressed their disappointment at Arsene Wenger #39;s denials of the post-match tunnel fracas involving his players, and are launching an investigation.",Sports
2425_train,HEINZE MAKES GOOD FIRST IMPRESSION,Sir Alex Ferguson is not easily won over but Gabriel Heinze may just have bucked the trend at Manchester United. The 6.9million Argentina defender had a debut to remember after only linking up with his new team-mates four days before the game.,Sports
2426_train,Jacobson Lifts Ryder Cup Hopes with Sparkling 65, MUNICH (Reuters) - Sweden''s Fredrik Jacobson made his bid  for a last-gasp Ryder Cup debut with a spectacular  seven-under-par 65 in the BMW International Open second round  on Friday.,Sports
2427_train,UT reigns on NIU,"For the 11th straight time, the University of Toledo defeated Northern Illinois, and this time it is was a Northern Illinois team that had been unbeaten in the Mid-American Conference and seemingly headed for its first appearance in the league ",Sports
2428_train,"No rest for Roger, Astros","At age 42, Roger Clemens has done it all for the Astros this season. Tomorrow, he will do something he hasn #39;t done all season - pitch on three days #39; rest.",Sports
2429_train,Finland Wins European Pool in Hockey (AP),"AP - Finland didn''t get its long-awaited revenge on Sweden, but a 4-4 tie was good enough to win the European Pool at the World Cup of Hockey on Saturday.",Sports
2430_train,Celtic stretches Scottish lead to seven pts.,"Celtic stretched its lead to seven points in Scotland #39;s Premier League, beating Kilmarnock 2-1 Saturday on goals by Aidan McGeady and a penalty from Alan Thompson.",Sports
2431_train,"On this night, his promise was fulfilled","TORONTO -- Doc Halladay and Justin Miller were waiting in the dugout tunnel for fellow Toronto pitcher Ted Lilly to finish his postgame TV interviews last night.  quot;They said to him, Hey, Hollywood, you can smile now,''  quot; said Gil Patterson, the Blue Jays pitching coach.  quot;He said, Don''t worry, I''m smiling on the inside.''  quot;",Sports
2432_train,Hughes leaves a void Ian Walsh,"Mark Hughes #39; decision to take the Blackburn job is bad news for Wales, there #39;s no doubt about that. Mark has brought a lot of dignity back to Welsh football, taking us up from around 100 in the world rankings ",Sports
2433_train,Tiger Pounces to Win,"Tiger Woods finishes a disappointing 2004 season with his second straight championship, closing with a 5-under 66 to win the Target World Challenge.",Sports
2434_train,FCC Rebukes ABC,"Michael Powell, chairman of the FCC, said Wednesday he was disappointed with ABC for airing a sexually suggestive opening to ''Monday Night Football.''",Sports
2435_train,Red Sox victory steals the power of the dour,"Now that hell froze over in Boston, New England braces for its rarest season -- a winter of content. Red Sox fans are adrift from the familiar torture of the past.",Sports
2436_train,"Players not greedy, Goodenow tells fans"," quot;Please solve this because I don #39;t want to be watching Trading Places on Saturday night. quot;. That was from David Whittle, a hockey fan out of Hamilton, adding a personal touch of levity - and we think he meant ",Sports
2437_train,Baseball: Cardinals try to foil Red Sox dream run in World Series,"BOSTON : Baseball fans should forgive the St. Louis Cardinals for acting as the party poopers for the Boston Red Sox, who will try to snap an 86-year title drought by winning the 101st World Series.",Sports
2438_train,Cardinals capture pennant in spectacular fashion,"ST. LOUIS - Entering Game 7 of the National League Championship Series on Thursday night at Busch Stadium, the St. Louis Cardinals and the Houston Astros had played six games about as evenly as two teams possibly could play.",Sports
2439_train,Goalkeeper change grabs Fire #39;s attention,"The Fire no longer has the worst record in Major League Soccer. In fact, the struggling club #39;s playoff hopes brightened considerably after Wednesday #39;s 3-1 win over the Western Conference-leading Kansas City Wizards before 7,723 at Soldier Field.",Sports
2440_train,The end is here for once-great Bledsoe,"FOXBOROUGH -- The end came, for all intents and purposes, at 11:20 last night. It was at that moment, in another losing effort against the Patriots, that Drew Bledsoe was yanked from the game in favor of rookie J.P. Losman, who is still recovering from a broken leg. Bills coach Mike Mularkey''s decision to risk his still-healing No. 1 pick ...",Sports
2441_train,Fourth team: players queue up,THE Australian Rugby Union has been swamped with inquiries from high-profile players here and overseas interested in joining the new Super 14 franchise in 2006.,Sports
2442_train,Confirmed: Davis Out as Head Coach,It has now been confirmed by the Browns that Butch Davis has resigned as head coach of the team. The Browns will be holding a press conference with Team President John Collins at 2PM today.,Sports
2443_train,"All Yankees, All Red Sox All the Time","ANAHEIM, Calif. - So now the Red Sox rotation, with Curt Schilling, David Wells, Tim Wakefield and likely Pedro Martinez, is as old as Fenway Park.",Sports
2444_train,Twins-Yankees Game Postponed by Rain (AP),AP - The game between the Minnesota Twins and the New York Yankees on Tuesday night was postponed by rain.,Sports
2445_train,Colts Extend Harrison,"The Indianapolis Colts keep Peyton Manning''s favorite target for six more season as Marvin Harrison signs a six-year, \$66-million contract on Wednesday.",Sports
2446_train,"Ponson, O #39;s Unable to Catch Up",There were countless outings for Sidney Ponson earlier in the year when a slow start roiled into a disastrous outing. He would simply feel the game slipping from ,Sports
2447_train,Ten times two equals one NASCAR champ,NASCAR''s 2004 season has finally come to this: The Last Ten. And this: The Last Ten Men Standing.,Sports
2448_train,Military Snipers Learn From Competition (AP),"AP - Corp. Eugenio Mendoza, a young veteran of the Iraq war, had to carry his buddy for 50 yards, scale an 8-foot wall and crawl through a water-logged tunnel at the 4th International Sniper Competition, where the challenges are designed to simulate combat scenarios in Afghanistan and Iraq.",Sports
2449_train,Olympics-German women beat Swedes to take bronze,Germany beat Sweden 1-0 in a repeat of the 2003 World Cup final to take Olympic bronze in the women #39;s soccer tournament on Thursday.,Sports
2450_train,Cleveland has nothing to lose vs. Patriots,"CLEVELAND  #151; This area is football #146;s mecca  #151; the Hall of Fame is about an hour away, in Canton  #151; yet the fans here have been deprived of good football for so long.",Sports
2451_train,"Bunning, Osborne Win Re-Election Bids","Hall of Fame pitcher Jim Bunning barely won re-election to the US Senate on Tuesday, edging Democratic challenger Daniel Mongiardo by about 2 percent of the vote in Kentucky.",Sports
2452_train,Angels wouldn #39;t be a good playoff foe,The Angels weren #39;t playing the same game as the Yankees this weekend. Not in the wide-angle sense of being a first-place team with the luxury of a comfortable lead.,Sports
2453_train,"Players, Owners Resume Talks on Steroids (AP)",AP - Lawyers for baseball''s players'' association and owners resumed talks Tuesday aimed at a new agreement to toughen rules on steroid testing.,Sports
2454_train,United States remain upbeat,Skipper Richard Staple insisted the USA had gained valuable experience in their 210-run Champions Trophy defeat by New Zealand at The Oval.,Sports
2455_train,SportsNetwork Game Preview,"(Sports Network) - Roger Clemens tries to win his seventh straight decision and possibly vault the Houston Astros into the lead in the National League wild card standings, as they go for a three-game sweep of the NL Central champion St.",Sports
2456_train,Randolph hired to manage Mets,"The New York Mets hired Willie Randolph as their manager Wednesday and planned to introduce him at a news conference Thursday. Randolph, 50, was the bench coach for New York Yankees ",Sports
2457_train,Marino headlines  #39;05 Hall of Fame nominations,"CANTON, Ohio (Ticker) -- Legendary quarterback Dan Marino headlines the list of nine first-time nominees for induction to the Pro Football Hall of Fame.",Sports
2458_train,Yankees beat Nathan to avoid Minny sweep,"Minneapolis, MN (Sports Network) - Gary Sheffield tied the game in the ninth inning with his second homer of the game and Hideki Matsui singled home Alex Rodriguez with the go-ahead run, as the New York Yankees rallied for a 13-10 victory over the ...",Sports
2459_train,Notebook: Browns reach back for win over Ravens,"As they left the tunnel, the Cleveland Browns paused to touch the 1964 championship trophy. They then played as if they want one for themselves.",Sports
2460_train,Officials open training camp Sunday,"NEW YORK -- NBA referees have entered into a five-year collective bargaining agreement with the league, removing the possibility of having replacement officials work the upcoming season.",Sports
2461_train,"Langer goes with experience, then youthful Donald for the &lt;b&gt;...&lt;/b&gt;",Bernhard Langer knew all along he had a loaded deck and an ace up his sleeve if he needed it. When the year-long process of selecting the European Ryder Cup team finally ,Sports
2462_train,Del Piero ruled out for two weeks,"ROME, Italy -- Juventus striker Alessandro Del Piero has been ruled out for two weeks with an Achilles tendon injury. He will miss the Serie A match against Udinese this weekend, and is a major doubt for Italy #39;s ",Sports
2463_train,Hungary #39;s Fazekas breaks Olympic record to win discus gold,"Hungary #39;s Robert Fazekas won the discus with an Olympic-record toss of 232 feet, 8 inches (70.93 meters) on Monday, beating the past two gold medalists.",Sports
2464_train,Bucs now get to see other side of Sapp,"Warren Sapp #39;s presence and legacy linger around the Tampa Bay Buccaneers like something tangible, something that can be felt, heard and feared, say an open-handed slap to the face mask.",Sports
2465_train,Lehmann in the blunder zone,THE calamity-prone Arsenal goalkeeper Jens Lehmann will be the centre of more derision from Gunners fans after his two horrendous blunders cost the English giants an important win in a 2-2 draw with Panathinaikos in Athens.,Sports
2466_train,Izenberg: Patience pays off for Hopkins,There was no mystery ... no secret strategy ... no baited trap that snapped shut and changed the course of history #39;s most lucrative non-heavyweight fight.,Sports
2467_train,"Roddick, Venus make exits","ATHENS -- Andy Roddick hit one final errant shot into the net and hung his head, his medal hopes over. A short while later, Venus Williams was gone, too. ",Sports
2468_train,Tennis: Federer rolls into fourth round at US Open,"NEW YORK : Top seed Roger Federer, who is trying to become the first man since Mats Wilander to capture three majors in the same year, took another step in that direction by overpowering Fabrice Santoro at the US Open.",Sports
2469_train,Hearts say coach Craig Levein to leave for Leicester,Heart of Midlothian Plc said head coach Craig Levein is holding talks to take over as manager at Leicester City in England after steering the Scottish soccer club to the group stage of Europe #39;s UEFA Cup this season.,Sports
246_train,Telstra chief to leave before contract ends,"SINGAPORE Even after he jettisoned a disastrous expansion strategy and offered them 4.5 billion Australian dollars with a promise to stick to his knitting, it turns out that shareholders never really forgave Zygmunt Switkowski.",Business
2470_train,Tragedy touches a life near-perfect,"There has been so little heartbreak from baseball for Mariano Rivera, the greatest postseason player the Yankees have ever had, which means the greatest any team has ever had.",Sports
2471_train,"Gambhir, Dravid hit tons as India score 334 for two (Night Lead):","Sports India, Cricket: Chittagong, Dec 17 : Centuries by Rahul Dravid and Gautam Gambhir guided India to a total of 334 for two wickets at the end of the first day of the second and final Test against Bangladesh here Friday.",Sports
2472_train,Nine out of 10 teams say that Silverstone is saved,The British Grand Prix at Silverstone seems certain to be reprieved after a deal between Formula One teams. Nine of the 10 teams agreed to cut testing by 50 per cent to bear the cost of two extra races at ,Sports
2473_train,Trescothick boosts England,England and Sri Lanka were evenly poised when rain brought a premature end to their crucial Champions Trophy encounter at the Rose Bowl.,Sports
2474_train,Agassi to begin chase for Masters Cup place,"STOCKHOLM (AFP) - Andre Agassi was set to intensify his chase for a place in next month #39;s eight-man Masters Cup, with a Tuesday morning arrival in Sweden to compete as top seed at the 632,750-euro Stockholm Open.",Sports
2475_train,Exhausted Phelps feels the strain,Michael Phelps yesterday pulled out of the 400 metres individual medley at the short course world championships in Indianapolis with a sore back.,Sports
2476_train,Olympics: Jones can #39;t hang on to success,"Marion Jones, who left Sydney four years ago with a record five medals, will depart Athens with none after a disastrous night at the Olympic Stadium.",Sports
2477_train,MLB works to appease Angelos (USATODAY.com),"USATODAY.com - If Major League Baseball can negotiate a settlement with Baltimore Orioles owner Peter Angelos, it could announce next week the Montreal Expos'' new home is Washington, D.C.",Sports
2478_train,All #39;s well for Schilling after 3-hou,"After helping the Red Sox stats, schedule win their first World Series championship in 86 years and supporting President Bush in his bid to win a few red states, the man with the red spot ",Sports
2479_train,"Brooks, Stallworth get it done late",NEW ORLEANS - The New Orleans Saints dodged a hurricane and the San Francisco 49ers and survived the loss of their biggest offensive weapon - Deuce McAllister.,Sports
2480_train,Seminoles end on high note,"JACKSONVILLE, Fla. -- Nice recovery, Chris Rix. Coach Bobby Bowden stuck with his struggling quarterback and Rix eventually sparked No. 17 Florida State with two long second-half touchdown drives yesterday, beating West Virginia, 30-18, in the Gator Bowl.",Sports
2481_train, quot;Masses of interest quot; in Jaguar Racing,"Tony Purnell, the boss of Jaguar Racing says that there is  quot;masses of interest quot; in the team, which the Ford Motor Company has decided to discontinue.",Sports
2482_train,Sexson files for free agency,"com. Arizona general manager Joe Garagiola Jr. spoke with Sexson #39;s agent, Casey Close, on Monday afternoon and did not read too much into the fact that the veteran filed for free agency.",Sports
2483_train,Summitt Defends Team,Pat Summitt defends the decision to place forward Chamique Holdsclaw on the injured list even though she was fit enough to practice.,Sports
2484_train,Tyson completes  #39;sentence #39;,MIKE TYSON closed the book today on one of his many run-ins with the law: his brawl last year with two men outside a Brooklyn hotel.,Sports
2485_train,Pacers'' Bender Sits With Sore Knee (AP),"AP - Throughout his NBA career, Jonathan Bender has been slowed by injuries. As his Indiana Pacers teammates finished practice Friday, there he was again, just sitting and watching.",Sports
2486_train,Supreme Court stays Dalmiya #39;s election,The Supreme Court has stayed the election and appointment of Jagmohan Dalmiya as Patron-in-Chief of the BCCI. The court has also stayed the appointment of Justice S Mohan as BCCI administrator and restored ,Sports
2487_train,Sports: Rangers 5 Athletics 4,"ARLINGTON, Texas Texas has roared back into the American League West division race by completing a three-game sweep of Oakland. The Rangers rallied for three runs in the bottom of the ninth to beat the A #39;s ",Sports
2488_train,NHL Lockout Looming As Talks Break Off (AP),AP - The NHL and the players'' association appeared headed toward a lockout when talks broke off Thursday after the union''s first new proposal in nearly a year.,Sports
2489_train,"All this, and no Jamal Lewis, too?","And it #39;s a large shadow hanging over the Baltimore Ravens. A shadow big enough to cover 5-11, 245 pounds. A shadow big enough to blot out the Jacksonville sun.",Sports
248_train,WTO Imposes Penalties on US Exports,"The World Trade Organization imposed penalties Friday on US exports ranging from apples to textiles, escalating a trade dispute the Bush administration has struggled to defuse by unsuccessfully ",Business
2490_train,Pitcher hopes not to miss target,With Derek Lowe #39;s days in Boston almost certainly numbered -- and Pedro Martinez #39;s future here in question -- the Red Sox are expected to greet All-Star righthander Carl Pavano this week on Yawkey Way.,Sports
2491_train,Erickson plans to stick with Niners for now,"Coach Dennis Erickson is in no hurry to leave the San Francisco 49ers just yet. Erickson responded to the circling rumors about his future Monday, saying he thinks he #39;ll still be employed by the 2-11 Niners at least until January.",Sports
2492_train,Judges Suspended,"Three judges are suspended Saturday for a mistake in scoring the men''s gymnastics all-around final, but results are not be changed and American Paul Hamm keeps his gold medal.",Sports
2493_train,Campbell takes bronze,"ATHENS, Greece - Veronica Campbell snatched Jamaica #39;s first Olympic medal at the 2004 Athens Olympic Games with a third-place finish in the women #39;s 100-metre final last night.",Sports
2494_train,Illinois parts ways with Ron Turner,"Champaign, IL (Sports Network) - The University of Illinois has fired head football coach Ron Turner. Turner just completed his eighth year at Illinois, compiling a 35-57 record with just two winning seasons.",Sports
2495_train,"No. 24 Louisville 34, North Carolina 0",Eric Shelton ran for three touchdowns and No. 24 Louisville earned its second shutout of the season with a 34-0 victory over North Carolina on Saturday.,Sports
2496_train,"Pujols, Rolen, Edmonds line up behind Bonds, Beltre",So Barry Bonds wears a big red  #39;S #39; on his chest. That #39;s no knock on the mortals who populate the rest of the National League.,Sports
2497_train,Pressure Grows for CONCACAF World Cup Hopefuls, RIO DE JANEIRO (Reuters) - Guatemala coach Ramon Maradiaga  believes his players were too individualistic in Saturday''s 5-0  drubbing by Costa Rica and urged them not to repeat their  mistakes in Wednesday''s qualifier against Honduras.,Sports
2498_train,Washington Mayor Says Council Puts Baseball in Capital at Risk,A grim Mayor Anthony Williams said today that he was deeply pessimistic that Washington would be able to salvage its deal with Major League Baseball to bring the Montreal ,Sports
2499_train,USC pitches shutout,"the second-longest active winning streak among Division 1-A schools behind Boise State''s 13. Matt Leinart completed 20 of 31 passes for 231 yards and two touchdowns without being intercepted, leaving the game for good late in the third quarter. He has passed for two or more TDs in 14 straight games. The Rams (0-2) hadn''t been blanked since losing to ...",Sports
249_train,"Oil Extends Falls, Supply Fears Lessen"," LONDON (Reuters) - Oil prices eased further on Tuesday, as  the head of the OPEC cartel said markets were well-supplied  with crude and traders continued to take profits from this  year''s 40 percent rally.",Business
24_train,"Digging Out From One Storm, Hit Hard by Another","The lights went out about 2 am Sunday for the Patel family here, just as they did 23 days earlier. Through the night the family listened to the rain dripping into ",Business
2500_train,Rooney scores twice in ManU debut,Teenager Wayne Rooney has scored twice in the first 28 minutes of his debut for Manchester United in their Champions League Group D match against Fenerbahce of Turkey at Old Trafford.,Sports
2501_train,Former Royal basking in spotlight,"HOUSTON -- Millions of people around the world are watching baseball''s playoffs, some so invested and otherwise enthralled that they''ll watch every pitch. As of yesterday morning, four teams were still in the hunt for the World Series, making for four high-end lineups with eyes fixed on bleached-white horsehide and coarse red seams.",Sports
2502_train,GAME 7 TONIGHT: The hidden fall classic,"A pennant on the line, an adopted city #39;s heart in his hands, a hostile stadium and swarming opponent. Roger Clemens, and a blistering National League Championship Series, have arrived at Game 7. Barely visible ",Sports
2503_train,Mountaineers approaching peak,"The sixth-ranked Mountaineers (4-0) are at Virginia Tech at noon today and are poised, with a victory against the Hokies and given the unimposing Big East schedule, to be 11-0 heading into a BCS bowl.",Sports
2504_train,Spoiled Again: Cubs Humbled by Mets,"Al Leiter provided a settling influence and Kerry Wood struggled with his control, yielding three first-inning runs.",Sports
2505_train,"Women #39;s 10,000m : XING wins gold for China","ATHENS, 27 August - China #39;s Huina XING produced a sprint over the final 100m to destroy Ethiopia #39;s hopes of a medal sweep and claim her nation #39;s second Olympic gold medal of the night.",Sports
2506_train,Giants Cramming for an Early Test,"The Giants are not exactly fearing their game in Philadelphia on this first Sunday of the N.F.L. season. In many ways, they relish it.",Sports
2507_train,Miller Gets First Downhill Loss of Season,"Bode Miller, of the United States, is airborne as he speeds past a gate on his way to capture fourth place in a men #39;s ski world cup downhill race at Val D #39;Isere, France, Saturday, Dec, 11, 2004.",Sports
2508_train,Raptors rally to drop Spurs,"TORONTO - Lamond Murray scored all 13 of his points in the fourth quarter, helping the Toronto Raptors overcome a 20-point deficit in the second half to beat the San Antonio Spurs 96-91 yesterday.",Sports
2509_train,Vogts #39; job is safe for now - SFA Chief,"Scottish Football Association chief executive David Taylor has again insisted that Berti Vogts #39; job is secure, for the immediate future at least.",Sports
250_train,Gas Price Up Near \$1.88 a Gallon -Survey,"The average US retail price of gasoline rose slightly over the last two weeks to almost \$1.88 a gallon -- the first increase reported since late May, according to the nationwide Lundberg survey of about 8,000 gas stations.",Business
2510_train,Bruins manifest spirit,A three-touchdown point spread and a recent history of late-season collapses had many thinking the UCLA football team would provide little opposition to rival USC #39;s march to the BCS-championship game at the Orange Bowl.,Sports
2511_train,Americans Wake Up on Day 2 of Ryder Cup,The Americans won a couple of better-ball matches and halved another before losing to the most unheralded European team in the final match Saturday morning.,Sports
2512_train,Friends in the End,"Ralph Friedgen and Frank Beamer''s relationship goes back 32 years to College Park, but for about three hours on Thursday, that friendship will be suspended.",Sports
2513_train,Foot in door to counter Asia #39;s rise,AUSTRALIA #39;s Olympic sports have begun to prepare for the Asian onslaught they expect when Beijing hosts the next Games in 2008.,Sports
2514_train,Beard Leads Mystics,"Alana Beard scores 22 points as the Mystics beat the San Antonio, 84-73, Wednesday for their fourth straight win.",Sports
2515_train,"England to play Defoe, Rooney and Owen?","Sven-Goran Eriksson is considering unleashing a three-pronged England attack of Jermain Defoe, Wayne Rooney and Michael Owen on Wales in their World Cup qualifier at Old Trafford.",Sports
2516_train,NL Wrap: Clemens Notches 326th Victory as Astros Win," NEW YORK (Reuters) - Roger Clemens landed his 326th career  victory to earn the Houston Astros a franchise record-tying  12th straight win, a 5-2 decision over the Cincinnati Reds in  the National League (NL) Wednesday.",Sports
2517_train,Makybe Diva repeats Melbourne Cup win,"Makybe Diva became the first mare to score a repeat victory in the Melbourne Cup at Flemington Racecourse on Tuesday, after which her trainer Lee Freedman said that she could be pointed to ",Sports
2518_train,NL Wrap: Green Homers Lift Los Angeles Past Atlanta," NEW YORK (Reuters) - Shawn Green hit two home runs,  including a grand slam, as Los Angeles defeated the Atlanta  Braves 7-4 in a battle of National League division leaders at  Dodger Stadium on Saturday.",Sports
2519_train,Madrid Masters: Safin beats Nalbandian,"Sunday #39;s final of the Madrid Masters pitted players ranked ninth, Marat Safin, and 10th, David Nalbandian, in the world; both near the top of their games.",Sports
251_train,Bush team sees growth easing in  #39;05,"WASHINGTON US economic growth will slow to 3.5 percent in 2005, but still generate average monthly job gains of about 175,000, the Bush administration predicted Friday in a rosy annual forecast that promised solid growth, low inflation and falling ",Business
2520_train,Bengals outscore Browns,CINCINNATI -- Kelly Holcomb threw for 400 yards and five touchdowns -- and lost. Strange? Not as strange as those other numbers glowing on the scoreboard as Holcomb trudged off the field with his head down and more misery ahead.,Sports
2521_train,No. 19 N.C. State Demolishes Elon 71-45 (AP),"AP - Julius Hodge scored 17 points on his 21st birthday to join an exclusive group of Atlantic Coast Conference players, leading No. 19 North Carolina State past Elon 71-45 Thursday night in the semifinals of the BCA Invitational.",Sports
2522_train,Federer stretched to the limit in win over Paradorn,World number one Roger Federer was stretched to the limit by fourth-seeded Thai Paradorn Srichaphan before edging a 7-5 2-6 6-3 victory in the Thailand Open semi-finals on Saturday.,Sports
2523_train,Magic #39;s Garrity activated from injured list,"Oakland, CA (Sports Network) - The Orlando Magic activated forward Pat Garrity from the injured list on Friday and placed forward Brandon Hunter on the IL with a hyperextended right elbow.",Sports
2524_train,Chance to Measure Up,"Even though Miami has not quite played up to its usual standards this season, Virginia Coach Al Groh thinks the Hurricanes are still the benchmark when it comes to talent.",Sports
2525_train,Lithuania wraps up with 100-85 win over Australia,Title contender Lithuania wrapped up its preliminary round matches with a 5-0 record by defeating Australia 100-85 on August 23 in the men #39;s basketball competition.,Sports
2526_train,Blue Jays hope to go places with Gibbons,"From Montana to Maine, Puerto Rico to Canada, John Gibbons tagged along wherever the military deemed his father should live. The constant travel gave him a taste of the nomadic life of a baseball manager, his future profession. It also gave him an accent all his own, a Texas twang inflected with tinges of New England.",Sports
2527_train,It''s a fitting honor for school''s finest,"He was an unparalleled star of his day, throwing touchdown passes, swatting home runs, and swishing baskets at Lynn Classical. Aristotle George Agganis, whose mother called him ''Ari'' and friends dubbed ''Harry,'' was recruited in 1948 by football powerhouses including Notre Dame, but the Greek boy from Lynn chose to stay close to home at Boston University, where he instantly ...",Sports
2528_train,Nash enjoys emotional return to Dallas; Garnett gets best of Shaq,"Back in Dallas, Steve Nash deftly ran the Phoenix offense and set up his new teammates with one smooth pass after another. Kevin Garnett kept the ball in his own hands, outclassing Shaquille O #39;Neal all night.",Sports
2529_train,Everyone has a price  even Arsenal,"No matter what sort of spin Arsenal put on their mega-buck sponsorship deal with Emirates Airlines, the bottom line is that they were the last club one would have associated with the arrangement to have the sponsor be the name of their new stadium.",Sports
252_train,"Indian Software Boom on Track, Industry Head Says","India #39;s software exports are on track to grow by 30 percent in the year to March 2005, despite attempts in the key US market to discourage outsourcing and protect jobs, the industry #39;s head said on Monday.",Business
2530_train,NBA Wrap: Hawks Stun Injury-Plagued Pistons,Tony Delk and Predrag Drobjnak both scored 16 points as the Atlanta Hawks stunned the defending NBA champion Detroit Pistons 88-72 in National Basketball Association play Friday in Auburn Hills.,Sports
2531_train,Being Dragan slayer would be an Auxsome return for me,THE lonely walk to a seat in the Ibrox stand on big Euro nights served as a chilling reminder to Dragan Mladenovic of what was absent from his world.,Sports
2532_train,UConn Aide Put on Leave After Sex Bust (AP),AP - Connecticut placed assistant men''s basketball coach Clyde Vaughan on paid administrative leave Thursday after his arrest in a prostitution sting.,Sports
2533_train,Angels Win 1st Division Title in 18 Years (AP),"AP - Sometime during the last several weeks, pitcher Jarrod Washburn began to sense a change in the mood surrounding the Anaheim Angels. Losing was no longer an option.",Sports
2534_train,Court Throws Out Challenge to Blimp, The United States is on the verge of winning its first fencing medal in twenty years.  Greek sprinters Kostas Kenteris and Katerina Thanou are out of the hospital but not out of the woods. ,Sports
2535_train,Assistant Purpura takes over immediately,HOUSTON -- Houston Astros General Manager Gerry Hunsicker announced Monday he #39;s stepping down after nine years on the job and less than two weeks after the club came within one game of reaching the World Series for the first time.,Sports
2536_train,NFL Matchups: Two great coaches but two mediocre teams clash,"Someday Bill Parcells and Joe Gibbs will both be in the football Hall of Fame. For now, both are locked in the quest to resurrect two of the most storied franchises in history.",Sports
2537_train,Boston Headed for Continental Tire Bowl (AP),"AP - Boston College missed out on a Bowl Championship Series game thanks to a lopsided loss to Syracuse, so it must settle for the Continental Tire Bowl instead.",Sports
2538_train,Win offers some relief for coach,"It #39;s almost certainly too little too late, although after what took place here on Saturday afternoon the rope reserved for the head coach has been put aside for the time being.",Sports
2539_train,"Beware India, Pakistan are on fire","BIRMINGHAM, Sep 15: Pakistan sent a stern signal to the Indian camp as they thrashed Kenya by seven wickets in their first league match here on Wednesday.",Sports
2540_train,Move produces mixed emotions,"It was 3:45 pm ET on Wednesday afternoon when Expos president Tony Tavares held a team meeting to inform the players that the Expos franchise would be relocated to Washington, DC, starting in 2005.",Sports
2541_train,FA to test for EPO after Wenger #39;s drug fears,LONDON - The Football Association announced yesterday that it will introduce a test for the banned drug erythropoietin (EPO)  #39;in the near future #39;.,Sports
2542_train,Motor Racing: Schumachers 165mph shunt,"A red car will start on pole as usual, but the probability that Ferrari will end the season with yet another win, their 16th in 18 races, is not quite as grim as it sounds.",Sports
2543_train,Oswalt leaves it all on field,"He had given up three runs in the first inning of perhaps the biggest game of his life in Game 4 of the National League Championship Series on Sunday, but Astros righthander Roy Oswalt wasn #39;t worried.",Sports
2544_train,Mello Steals First Career Title From Spadea at Delray Beach,"Unseeded Brazilian Ricardo Mello  quot;Yello quot; won his first career title in his first career final Sunday at the ATP stop in Delray Beach, upsetting local favorite and No.",Sports
2545_train,Sprewell Suspended for Remarks Made to Fan (AP),"AP - Latrell Sprewell was suspended for one game by the NBA on Tuesday for yelling a sexual vulgarity at a female fan during a game, the latest episode of a player clashing with spectators.",Sports
2546_train,Transactions,BASEBALL Arizona (NL): Signed a two-year player development agreement with Tennessee (Southern).,Sports
2547_train,"COL BKB: North Car. St. 78, Lou.-Laf. 72","Andrew Brackman helped rally ninth-ranked North Carolina State to a tougher-than-expected, 78-72 victory over Louisiana-Lafayette Wednesday night.",Sports
2548_train,Egypt hold off late Cameroon rally,"Egypt held on to upset Cameroon 3-2, Mali conceded a 2-2 draw to Senegal and Nigeria dispatched Zimbabwe 3-0 in African zone World Cup qualifying on Sunday.",Sports
2549_train,Framingham''s Noel gets first-team honors,"Framingham resident Arly Noel, a junior midfielder on the Mount Ida College of Newton men''s soccer team, was named to the All-North Atlantic Conference first team after finishing among the nation''s top 30 NCAA Division 3 players with a team-high 11 assists.",Sports
2550_train,NCAA Game Summary - Oklahoma State at Texas,"Austin, TX (Sports Network) - Cedric Benson rushed for 140 yards and five touchdowns, as the sixth-ranked Texas Longhorns rallied from a 28-point deficit to erupt for a 56-35 victory over 19th-ranked Oklahoma State.",Sports
2551_train,Cricket: A new twist on bowling,"International cricket is set to revise the most controversial of the 42 laws that govern the playing of the game, based a report from an expert committee.",Sports
