text,label,predicted_label
"A look at European hockey rosters shows that Sweden #39;s MoDo might have benefited the most from the NHL #39;s lockout. By Karl Gehring, AP/The Denver Post.",Sports,Sports
ARSENAL boss Arsene Wenger last night insisted he didn #39;t have tunnel vision at Old Trafford but Ruud van Nistelrooy came clean over his part in Sunday #39;s Manchester meltdown.,Sports,Sports
"NewsFactor - Orange has launched its long-awaited 3G mobile service in the UK, with the goal of signing up as many as 2 million subscribers by the end of 2006.",Sci/Tech,Business
"AP - The Treasury Department took action Tuesday against two foreign banks it suspects of money laundering, including one it accused of helping Saddam Hussein use funds from the United Nations'' oil-for-food program.",World,Sci/Tech
Italian politicians agree to work together to try to secure the release of two women kidnapped in Iraq.,World,Business
"Nokia, NEC, Motorola, Siemens, and Sony Ericsson have announced their tie-up to decide on a common standard to deliver TV shows straight to the mobile phone over a mobile broadcast network.",Sci/Tech,Sci/Tech
David Coulthard moved a significant step closer to staying in Formula One when he started a three-day test with the Red Bull Racing team in southern Spain on Wednesday.,Sports,Sci/Tech
Alan Camarillo had a special night. One that no baseball player would ever forget. His game-winning three-run home run in the top of the 10th gave ,Sports,World
"com September 27, 2004, 2:20 PM PT. Toshiba on Monday announced in Japan that it #39;s upping the song capacity of its Gigabeat line of hard drive-based digital audio players.",Sci/Tech,Business
A senior United States drug official last night said he believed at least another five medicines at present on sale needed further scrutiny in the wake of recent health scares.,Business,Business
"ARKALYK, Kazakhstan -- A Russian-US crew returned safely to Earth from the international space station, their Soyuz space capsule streaking through the atmosphere and landing on target in the steppes of Kazakhstan early Sunday.",Sci/Tech,Sci/Tech
David Beckham ruled out early retirement on Monday and said he turned down a  quot;good part quot; in a Hollywood movie.  quot;I #39;ve never said that I wanted to go into movies.,Sports,Business
LONDON : European football governing body UEFA will take action against Hungarian champions Ferencvaros after the violence which scarred their UEFA Cup win over Millwall.,Sports,Sports
"A top Russian official said Thursday that flight recorders failed to provide reliable information about what brought down two jetliners just minutes apart, but for the first time a government leader conceded that terrorism was considered the leading possibility.",World,Sci/Tech
New Mexico Gov. Bill Richardson traveled to California yesterday to urge the University of California regents to compete to continue managing the Los Alamos National Laboratory.,Sci/Tech,Business
" CARACAS, Venezuela (Reuters) - Venezuelan President Hugo  Chavez has survived a referendum to recall him, according to  preliminary results released by the country''s top electoral  officer on Monday.",World,Business
"With Arsenal set to meet Manchester United in the quarter finals of the Carling Cup, the Football Association is keen for the two clubs to call a truce following their fiery league game last month.",Sports,Business
Celtic star Stilian Petrov has urged the Parkhead board to hand a number of top players new contracts before they live to regret letting them go.,Sports,Sports
"\\''As part of the Jakarta Commons Feed Parser, I have created a Wiki page that\details autodiscovery support/non-support, syndication formats, and the common\locations of all syndication files across all of the major blogging services:''\\Brad created  a great ''Hall of Shame'' for blog services which don''t use\autodiscovery or have problems with feed subscription.\\Shame. Shame. Shame!\\",Sci/Tech,World
Company plans to help software companies certify products for SuSE Linux operating system.,Sci/Tech,Business
"The Green Bay Packers dealt the Carolina Panthers a defeat now familiar to Super Bowl losers. Ahman Green ran up, down, and all over the ",Sports,World
GREECE #39;S first Athens medallist Leonidas Sampanis today denied taking banned substances despite testing positive for the male hormone testosterone.,Sports,Sci/Tech
"The recently concluded IPO by Google, the Internets most popular search engine, generated more buzz than usual for several reasons.",Business,Business
washingtonpost.com - Sirius Satellite Radio''s hiring of former Viacom President Mel Karmazin as its new chief executive is its most aggressive move yet to steal market share away from larger rival XM Satellite Radio. It''s also the clearest signal so far that the satellite upstarts intend to be real competitors in the media world.,Sci/Tech,Sci/Tech
" COLORADO SPRINGS, Colo. (Reuters) - U.S. rider Joseph  D''Antoni has been banned for two years after testing positive  for the prohibited substance EPO, the U.S. Anti-Doping Agency  (USADA) has announced.",Sports,Sci/Tech
"PROVIDENCE, RI (CP) - Jon Sim scored in overtime for the second night in a row as the Philadelphia Phantoms won their 14th straight AHL game, 4-3 over the Providence Bruins in front of 5,812 spectators Sunday.",Sports,Sci/Tech
Public broadcaster SABC apologises after news bulletin shows footage of American beheaded in Iraq.,World,Business
"Last time we checked the Pitpass statistics, David Coulthard had driven in 175 Grands Prix, covering almost eleven seasons. In that time the Scot has accumulated 475 points, an average of 2.714 point a race, 13 wins, 12 pole positions and 18 fastest laps.",Sports,Sci/Tech
"A series of bombs have exploded at an opposition rally in Bangladesh #39;s capital, killing at least 14 people and injuring hundreds, witnesses and news reports have said.",World,World
"NEW YORK : New York crude oil smashed past 48 dollars a barrel for the first time, menacing the 50-dollar mark, as heavy fighting gripped the Iraqi city of Najaf. ",Business,Business
"Intel Smart Wireless Solutions is being delivered in conjunction with Intel #39;s new Wi-Fi client software, Intel PROSet/Wireless version 9.0, also announced today, and will work with new Intel Centrino mobile technology notebooks and select Linksys wireless ",Sci/Tech,Sci/Tech
"NEW YORK -- Now it falls to Pedro Martinez to help keep the Red Sox in the race for the division title. And where better for him to square off against a longtime rival, Mike Mussina , than the Big Apple?",Sports,Business
five new HS20 models and one new JS20 blade server. The company also is rolling out new features designed to improve the performance of BladeCenter systems.,Sci/Tech,Sci/Tech
"The Bank of England has applied the brakes, and the UK housing juggernaut is finally juddering to a halt... The latest house price report from the Nationwide confirms that the housing market has pulled out ",Business,Business
AFP - Chief UN war crimes prosecutor Carla Del Ponte said that ousted Iraqi president Saddam Hussein should be tried for crimes against humanity outside Iraq.,World,Sci/Tech
Editor #39;s Summary: A New York state jury has ruled that Sun Microsystems #39; Java infringes on three patents now held by Eastman Kodak.,Sci/Tech,Business
"Rouse Co., the real estate developer that transformed America #39;s suburban landscape by creating the indoor shopping mall and self-contained communities far from city centers ",Business,Business
"The California-based group has challenged the European Commissions finding from March that Microsoft abused its dominance of PC operating systems, but its top counsel said negotiations remained the preferred course.",Business,Business
The telecom industry has endured some tough times. They haven''t seen anything yet.,Business,Business
"The dictionary module has been integrated into the word processor and is also a stand-alone application in the Works Task Launcher. A thesaurus has been included, as well as the option to set parental controls. ",Sci/Tech,Business
European shares pared losses after Finland #39;s Nokia raised its third-quarter guidance due to strong demand for mobile phones. Nokia shares rose 8.7 percent to 11.,Business,Sci/Tech
"Speaking for all non-members of Red Sox Nation, we''re happy you beat the Yankees.  Now go win a World Series so we can be done with you.",Sports,World
"ATHENS -- There''s only room for one Cinderella in a boxing ring. That was the sad lesson Andre Berto learned last night as his long road to the Olympic Games came to an abrupt end at the Peristeri Boxing Hall in his first fight in the welterweight division. First fight, that is, unless you understand what it took for him ...",Sports,Sports
"Microsoft, a company long known for waking up to a market after its competitors only to dominate that same market, has finally woken up to the digital music market.",Sci/Tech,Sci/Tech
"Half of the Viagra sold over the Internet -- often via spam-style blastings that plague mailboxes worldwide -- is fake, a British researcher said Tuesday.",Sci/Tech,Sci/Tech
"Toshiba #39;s new desktop-replacement multimedia notebooks, introduced on Tuesday, are further evidence that US consumers still have yet to embrace the mobility offered by Intel #39;s newer mobile processors.",Sci/Tech,Business
"Or maybe he simply is unfamiliar with the preferred code of behavior following a boxing match: you lose, you whine. Dirrell would be no good at it, however.",Sports,Sci/Tech
"NEW YORK (CNNfn) - The Bureau of Prisons has assigned Martha Stewart an inmate register number, 55170-054, and its inmate locator Web site says Stewart is  quot;in transit.",Business,Business
"LONDON - One of the creators of Dolly the sheep, the world #39;s first mammal cloned from an adult, said Tuesday he was seeking permission to create cloned human embryos for medical research.",Sci/Tech,Sci/Tech
CHARLOTTE -- Carolina Panthers quarterback Jake Delhomme only remembers one thing about the 1997 draft -- that he wasn #39;t going to be in it.,Sports,Sports
"A world wide ring of pirates based around five Poles has been penetrated by police. A spokesperson for the Polish cyber cops have told Reuters that it had wound up an organised group, involving more than 100 ",Sci/Tech,World
British tourists returning from the Caribbean after witnessing Hurricane Ivan''s 150mph winds describe their ordeal.,World,Business
"Cisco Systems Inc. this week announced plans to acquire Dynamicsoft Inc., a maker of carrier VoIP software based on Session Initiation Protocol.",Sci/Tech,Business
"Over 40 delegates from the breakaway Somali territory of Puntland on Monday threatened to quit peace talks in Kenya, posing a new trouble to Somalia which has just inaugurated a new assembly to unite the country.",World,World
"PHOENIX -- Phoenix managing partner Wayne Gretzky, asked if he was interested in coaching the Coyotes, put the idea on the back burner.",Sports,Business
SecurePoint''s decision to hire the alleged author of the Sasser worm has upset a software partner.,Sci/Tech,Sci/Tech
"In order for the three-way trade between the Yankees, Dodgers and Diamondbacks to go through, Shawn Green must first waive a no-trade clause and agree to land in Arizona.",Sports,Sports
"The lights went out about 2 am Sunday for the Patel family here, just as they did 23 days earlier. Through the night the family listened to the rain dripping into ",Business,Business
"HOUSTON -- Millions of people around the world are watching baseball''s playoffs, some so invested and otherwise enthralled that they''ll watch every pitch. As of yesterday morning, four teams were still in the hunt for the World Series, making for four high-end lineups with eyes fixed on bleached-white horsehide and coarse red seams.",Sports,Business
roundup Plus: Macromedia offers Flash video tool...UTStarcom wins Indian IP gear contract...Microsoft tightens Windows-mainframes link.,Sci/Tech,Business
"NEW YORK Toronto spotted the New York Yankees a 3-to-0 lead before winning in the Bronx 5-to-4. Vernon Wells supplied the go-ahead, two-run triple off Orlando Hernandez in the seventh inning.",Sports,Sports
"When the rule of Venezuelan President Hugo Chavez was reaffirmed in a landslide 58-42 percent victory on Sunday, the opposition who put the recall vote on the ballot was stunned. They obviously don #39;t spend much time in the nation #39;s poor neighborhoods. ",Business,Business
"Jon Leiber carried a no-hitter into the seventh inning while Alex Rodriguez homered, scored three runs and drove in three more to lead the New York Yankees to a 14-4 win over the Boston Red Sox on Saturday.",Sports,Sci/Tech
"For the first time since 2002, Japan''s Earth Simulator is not the most powerful supercomputer on the planet.",Sci/Tech,Sci/Tech
"A bitter feud between former teammates Kobe Bryant and Shaquille O #39;Neal continues to escalate, and it #39;s not too soon to bet on the winner of their first duel.",Sports,Sports
"By Channel NewsAsia #39;s Indonesia Bureau Chief Haseenah Koyakutty. JAKARTA : The head of the Organisation of Petroleum Exporting Countries, or OPEC, says he expects global oil prices to come well off their current crippling highs.",Business,Sci/Tech
THE kindest label that can be attached to the John Howard-Mark Latham stoush on terrorism over the past two days is  quot;beat-up quot;.,World,Sports
"The much-touted fuel cell technology has got a reprieve from being written off. Japanese companies, network operator NTT DoCoMo and manufacturer Fujitsu are reported to have co-developed a fuel cell recharger for DoCoMo #39;s Foma family of 3g handsets.",Sci/Tech,Sci/Tech
"It #39;s back -- the season of peace, good fellowship, and digital marvels. The Entertainment Software Association reckons that nearly one third of all Americans will give a computer game as a Christmas gift in 2004.",Sci/Tech,World
"Demand for new home loans and refinancings jump as interest rates slide amid weak economic reports. NEW YORK (Reuters) - New applications for US home loans rose last week while refinancings surged, as 30-year mortgage interest rates fell to their lowest ...",Business,Business
"Coach Dennis Erickson is in no hurry to leave the San Francisco 49ers just yet. Erickson responded to the circling rumors about his future Monday, saying he thinks he #39;ll still be employed by the 2-11 Niners at least until January.",Sports,Sports
"BODE MILLER of the United States equalled Marc Girardelli record when he won the men #39;s World Cup alpine slalom race today. He has now won a race in all four disciplines (downhill, slalom, giant slalom and super-giant slalom) in the same World Cup season.",Sports,Sci/Tech
NEW YORK (Ticker) - The San Francisco Giants may have to continue their quest for the postseason without their closer. Major League Baseball on Tuesday suspended righthander Dustin Hermanson three games and ,Sports,Sports
Madden NFL 2005 sells more than 1.3 million copies in its first week. Also: Viacom considers buying Midway Games   hellip;. China Mobile sanctions Go2joy mobile messaging unit   hellip;. and more.,Business,Business
"Bonzi Wells scored 26 points, including the go-ahead 3-pointer with less than a minute left, and Lorenzen Wright had 10 points and 10 rebounds to help Memphis beat the San Antonio Spurs 93-90 on Monday night.",Sports,Sports
"DHAKA, Bangladesh -- A series of bombs exploded yesterday as a Bangladeshi opposition leader was speaking at a rally. At least 14 people were killed and hundreds were wounded, witnesses and news reports said.",World,World
"Having allowed 71 points at halftime, down 16 headed into the fourth quarter and with their five-game winning streak hanging in the balance, the Seattle Sonics somehow summoned the strength for an improbable comeback in the final frame.",Sports,Sci/Tech
"Powered by Michael Vaughan #39;s 86, England ended its miserable run of 14 one-day losses to Australia with a six-wicket victory on Tuesday to reach the Champions Trophy final.",Sports,Sci/Tech
"WAYNE, NJ --(Business Wire)-- Nov. 10, 2004 -- ECI Conferencing Services, the largest, privately-held full-service audio and web conferencing provider, today announced it has renewed its partnership contract ",Sci/Tech,Business
"AP - Larry Brown was despondent, the head of the U.S. selection committee was defensive, and Allen Iverson was hanging up on callers who asked what went wrong. A day after their first Olympic loss in 16 years, the Americans were experiencing varying degrees of distress.",Sports,Sci/Tech
"THOSE who have known him longest say it takes quite a deal to rile Ernie Els. But when the large, laconic South African golfing genius does get annoyed - watch out.",Sports,Sci/Tech
"AP - Andy Roddick has yet to face a challenge in his U.S. Open title defense. He beat No. 18 Tommy Robredo of Spain 6-3, 6-2, 6-4 Tuesday night to move into the quarterfinals without having lost a set.",Sports,Sci/Tech
"Reuters - U.N. peacekeepers beefed\up security on Thursday in the Haitian city of Gonaives where\more than 1,000 people died in floods, after desperate\survivors fought each other to get at emergency food supplies.",World,World
" CROMWELL, Connecticut (Reuters) - Woody Austin birdied the  first hole of a sudden-death playoff against Tim Herron to win  the Buick Championship on Sunday.",Sports,Sports
"Reuters - Russia''s military will test a\new-generation rocket booster this week that could eventually\be used to launch civilian cargoes into space, Itar-Tass news\agency said Monday.",Sci/Tech,Sci/Tech
"Nigeria sent over 100 troops to Sudan #39;s troubled Darfur region on Monday, its contribution to a joint force with Rwanda protecting African Union cease-fire observers.",World,World
"Houston, TX (Sports Network) - Houston Astros center fielder Carlos Beltran is listed as day-to-day with a bone bruise on his right elbow.",Sports,World
" SAO PAULO (Reuters) - Last year Jordan won the Brazilian  Grand Prix against the odds, now they are fighting for  survival.",Sports,Business
"AP - Spurred by what appear to be unusual radiation readings offshore, the U.S. government is sending a team of 20 scientists to try to find a hydrogen bomb lost off the Georgia coast in 1958.",Sci/Tech,Sci/Tech
"Phishing scams, already one of the main nemesis on the Net, have apparently just become even more sneaky -- and ingenious. Now, it appears phishing authors are borrowing some time-tested tactics ",Sci/Tech,Sci/Tech
"AP - Train service to Penn Station in New York halted Saturday afternoon, creating delays and forcing NJ Transit customers to take PATH trains into the city, officials said.",World,Business
"Just in case your powers been out for, oh, about eight months now, heres some exciting news for you: U2 have a new record coming out.",Sci/Tech,Sci/Tech
" DUBAI (Reuters) - Militants in Iraq said they have killed  Italian journalist Enzo Baldoni, who went missing after being  ambushed on the road between Baghdad and Najaf, Al Jazeera  reported Thursday.",World,Sports
"The U.S. Congress needs to invest more in the U.S. education system and do more to encourage broadband adoption, the chief executive of Cisco said Wednesday.&lt;p&gt;ADVERTISEMENT&lt;/p&gt;&lt;p&gt;&lt;img src=''http://ad.doubleclick.net/ad/idg.us.ifw.general/sbcspotrssfeed;sz=1x1;ord=200301151450?'' width=''1'' height=''1'' border=''0''/&gt;&lt;a href=''http://ad.doubleclick.net/clk;9228975;9651165;a?http://www.infoworld.com/spotlights/sbc/main.html?lpid0103035400730000idlp''&gt;SBC Case Study: Crate   Barrel&lt;/a&gt;&lt;br/&gt;What sold them on improving their network? A system that could cut management costs from the get-go. Find out more.&lt;/p&gt;",Sci/Tech,World
"Google Search Index Booms to 8 Billion\\Google had something up their sleeve. It seems that whenever a competitor does something big, such as MSN announcing the beta launch of their new search engine, Google has to ''one up'' them somehow. Just as the news wires started flaming with MSN Beta ...",Sci/Tech,Sci/Tech
Jose Maria Lopez lost what would have been the best result of his rookie FIA F3000 season when he was pitched into a spectacular accident after his front wing fell off.,Sports,Sci/Tech
"The crash of a capsule last month was likely to have been caused by a design flaw that led to the sensors that were to deploy the capsule''s parachutes being pointed in the wrong direction, a NASA investigatory panel reported.",Sci/Tech,Sci/Tech
Ronaldo scored twice as Real Madrid ended a two-game winless slide with a 5-0 Spanish league victory over seventh-placed Levante at the Santiago Bernabeu on Sunday.,Sports,Sci/Tech
"Through partnerships with leading technology vendors intended to leverage the capabilities of Oracle Files 10g, Oracle has announced evidence of strong support for its content management offering.",Sci/Tech,Sci/Tech
 LOS ANGELES (Reuters) - The band that brought the  infectious grooves of ''Hey Mama'' and ''Let''s Get It Started'' to  nightclubs across America has signed up to do the same for a  video game where success is measured by how cool players are.,Sci/Tech,Business
"By ALLISON LINN    SEATTLE (AP) -- In a preliminary ruling, the government rejected Microsoft Corp. (MSFT)''s 1996 patent on technology for saving files on computers using easy-to-remember names...",Sci/Tech,Business
Services and software to be introduced Monday at the CTIA Wireless IT   Entertainment trade show in San Francisco are aimed at giving enterprises greater control over their mobile systems and extending mobile data capabilities to more employees.,Sci/Tech,Business
"We now know what it takes to break through the institutional indifference of Major League Baseball to the drug abuse among its players, including its biggest stars.",Sports,Sci/Tech
"\The bird flu virus that can kill humans has the potential to be spread by cats, scientists have found.",World,Sci/Tech
The SEC has postponed by a year its plans to shorten the time companies have to file their annual reports -- a move expected to help firms more easily adopt Sarbanes-Oxley reporting requirements.,Sci/Tech,Sci/Tech
"LONDON - Michael Eisner, who led the Walt Disney Co. to huge success in the 1980s but more recently clashed with dissident stockholders including the founder''s family, will leave the company in 2006 when his contract expires, the company said Friday...",World,Sci/Tech
"NEW YORK, August 18 (New Ratings)  The Halliburton Company (HAL.NYS) has reportedly gained more time to justify its bills to the US Army, regarding the company #39;s contract to provide logistic services to the US troops in Iraq. ",Business,Business
"com September 20, 2004, 5:03 PM PT. This fourth priority #39;s main focus has been improving or obtaining CRM and ERP software for the past year and a half.",Business,Sci/Tech
"Wiretapping Internet phones to monitor criminals and terrorists is costly and complex, and potentially a big burden on new businesses trying to sell the phone service.",Sci/Tech,Sci/Tech
"JUST like ESPN Star Sports v StarHub, Manchester United left it until the very last moment to appease their followers last night. As thousands of Singapore fans waited right up to programme time for the live ",Sports,Sports
"AP - U.S. military officials and representatives of rebel Shiite cleric Muqtada al-Sadr held talks Sunday aimed at reducing violence in the restive Baghdad slum of Sadr City, a day after clashes there killed 10 people, officials said. British forces in the southern city of Basra, also the site of recent fighting, held similar talks with al-Sadr officials there.",World,Sci/Tech
Chinese distributor lined up as ''potential buyer'',Sci/Tech,Business
" LONDON (Reuters) - Britain''s Tony Blair pledged on Tuesday  to force international action on global warming, despite the  reluctance of big powers like the United States.",World,Sci/Tech
"Microsoft Entering the Anti-Spyware Market\\Microsoft decided to enter the Anti-Virus market sometime back when they bought Romanian antivirus firm GeCad in 2003. And they have been testing the application privately since sometime. No details are out on when and how they will release it. And now, they are contemplating entering ...",Sci/Tech,Business
"Each time the runners approached the starting blocks, the chants would begin again, a defiant show of support for their fallen hero.",Sports,Sports
"SpaceShipOne, the rocket plane that blasted into space on Wednesday in the first of its \$10m Ansari X-Prize flights, will launch again on Monday.",Sci/Tech,Business
"Reuters - The U.S. Navy will soon announce\whether Lockheed Martin Corp.  or Raytheon Co. \will build a  #36;6.4 billion communications system to beef up\satellite services for U.S. troops, the White House and State\Department, a spokesman said on Tuesday.",Sci/Tech,Sci/Tech
"NEW YORK -- The  quot;Basel Baker, quot; a.k.a. Roger Federer, was in town yesterday, peddling his finest bagels on an asphalt meadow in Flushing.",Sports,World
"The White House insisted on Wednesday that Israeli Prime Minister Ariel Sharon is committed to the US-backed road map Middle East peace plan, despite his comments in a newspaper interview that suggested otherwise.",World,Sports
"Tokyo stocks opened lower Tuesday due to concerns about rising oil prices, while the dollar rose against the Japanese yen. The Nikkei Stock Average was down 53.",Business,Business
A music retailer from the Netherlands beats Apple by launching a download service in Europe''s latest market battleground. Also: Movie industry wrests agreement from defunct company.... Microsoft challenges Photoshop   hellip;. and more.,Business,Business
"In sharp contrast to last month #39;s barrage of critical patches, Microsoft has offered up just one  quot;important quot; fix for users to implement in its scheduled round of security updates for November.",Sci/Tech,Business
WASHINGTONThe 700 MHz spectrum situation just got worse. The Senate Commerce Committee voted 13-9 Wednesday to possibly never require TV broadcasters to return spectrum in the 700 MHz band.,Sci/Tech,Sci/Tech
Minnesota Vikings head coach Mike Tice says his star receiver is looking better this week after being limited last week by a strained hamstring.,Sports,Sports
AP - Bobby Crosby''s sacrifice fly with one out in the ninth scored pinch-runner Esteban German with the winning run in the Oakland Athletics'' 6-5 victory over the Seattle Mariners on Monday night.,Sports,Sports
" NEW YORK (Reuters) - Quentin Richardson poured in 37  points, including eight three-pointers, and Shawn Marion added  16 points and 12 rebounds to lead the Phoenix Suns to a 121-99  thrashing of the host Portland Trail Blazers Sunday.",Sports,Sci/Tech
"15 September 2004 - The United Nations war crimes tribunal for the former Yugoslavia today adjourned the already long-running genocide trial of former Yugoslav President Slobodan Miloevic again, this time for almost a month, to allow his recently ",World,Sci/Tech
"Symantec Corp., the world #39;s largest maker of antivirus software, agreed to acquire closely held consultant At Stake Inc., which identifies programming faults in software, for an undisclosed sum.",Sci/Tech,Sci/Tech
"OPEC nations agreed to revise their oil production quota, boosting it by 1 million barrels per day in an effort to talk down crude oil prices.",Business,Sci/Tech
"They #39;ll remember Chad Pennington for that renegade scramble into harm #39;s way, risking that suspect shoulder on a torrid third-down tear deep into Texans #39; territory.",Sports,Business
"The second cricket Test between India and Australia ended in a draw Monday after heavy rain washed out play on the fifth of five scheduled days, erasing any chance of an outcome in a delicately poised match.",Sports,World
"NEW DELHI - India has the world''s largest number of HIV-infected people, the head of a top international AIDS-fighting fund said Wednesday, dismissing official figures.   ''I don''t believe in the official statistics...",World,Business
"PeopleSoft raced past analyst expectations in its just-ended quarter, reporting on Thursday a 12 percent increase in revenue, to \$698.8 million, and a slight uptick in revenue from software license sales.",Sci/Tech,Sci/Tech
"PITTSBURGH, Pennsylvania, -- Reigning world pairs champion Tatiana Totmianina was hospitalized after a head-first fall to the ice during a Skate America competition in Pittsburgh on Saturday.",Sports,Sports
" NEW YORK (Reuters) - Roger Clemens landed his 326th career  victory to earn the Houston Astros a franchise record-tying  12th straight win, a 5-2 decision over the Cincinnati Reds in  the National League (NL) Wednesday.",Sports,Sports
"AP - Wally Szczerbiak scored a season-high 29 points, including 11 in the third quarter, and the Minnesota Timberwolves defeated the Los Angeles Clippers 113-86 on Friday night.",Sports,Sports
"Iraqi officials say assailants targeted the convoys of two Iraqi government ministers in separate attacks in Baghdad Tuesday. Neither official was hurt, but five other people were killed in the attacks.",World,World
"Stocks were set to open higher Tuesday, with the blue-chip Dow industrials aiming to push back above 10,000 mark. Oil prices remain in focus, with crude reaching above \$50 a barrle in premarket trading.",Business,World
"AFP - Japanese computer giant NEC said its interim net profit rose 62.6 percent to 25.2 billion yen (240 million dollars) but it cut its forecasts, citing slower mobile handset and semiconductor markets.",Sci/Tech,Sci/Tech
"Another candidate in the growing list of exploits on instant messaging clients and servers arrived in the wild. Called W32.Funner, the worm on Monday circulated to attack on the Windows Messenger platform.",Sci/Tech,Sports
"NewsFactor - Apple (Nasdaq: AAPL) has updated its Unix-based Mac OS X operating system to version 10.3.6. The software release, issued Friday, is Apple''s first incremental update to OS X in almost two months.",Sci/Tech,Sci/Tech
Google and Yahoo announced today that they have resolved two contentious issues between the companies. ,Sci/Tech,Business
"SAN FRANCISCO -- Intel continued its charge into its wireless future with news of its next generation Pentium M processor. Based on the 65-nanometer process technology, Intel is working on its  quot;Napa quot; platform ",Sci/Tech,Business
"Question: In a recent column you said that 95 percent of all viruses and spyware are aimed at Internet Explorer, so I decided to do away with IE.",Sci/Tech,Business
"NEW YORK - The judge presiding over the U.S. Department of Justice''s (DOJ) attempt to block Oracle Corp.''s proposed takeover of rival software maker PeopleSoft Inc. ruled in Oracle''s favor on Thursday, removing one obstacle preventing the hostile acquisition.",Sci/Tech,Business
The FBI #39;s Salt Lake City office said Friday that Utah #39;s high rate of mortgage fraud has become the focus of its campaign to combat a host of white-collar crimes committed against financial institutions.,Business,Sci/Tech
"The suit, whose plaintiffs include San Franciisco and Los Angeles, is the latest in a string of similar actions brought against Microsoft across the country.",Sci/Tech,Business
"Miami, FL (Sports Network) - Frank Gore rushed for 195 yards and a touchdown, Roscoe Parrish scored twice in the fourth quarter and No.",Sports,Sports
"Tyler Hamilton #39;s title from the Athens Games is  quot;no longer a gold medal in the eyes of the world quot; because of the cyclist #39;s failed drug test, the head of the World Anti-Doping Agency said Thursday.",Sports,Business
&lt;strong&gt;Analysis&lt;/strong&gt; Redefining voluntary again...,Sci/Tech,Business
"California - Currently compatible only with the Windows operating system, Google #39;s new 400-kilobyte desktop program requires about 10 minutes to download on a dial-up connection and takes some five or six hours to index a computer #39;s hard drive.",Business,Sci/Tech
"Spanish Bank Santander Central Hispano intends to cut about 3,000 jobs at Britain #39;s Abbey National if its proposed acquisition of the British bank is completed.",Business,Sci/Tech
"Now that hell froze over in Boston, New England braces for its rarest season -- a winter of content. Red Sox fans are adrift from the familiar torture of the past.",Sports,World
"The Oakland County prosecutor, David Gorcyca, said Tuesday that no charges were imminent for Indiana players involved in the Nov. 19 brawl with Detroit Pistons fans.",Sports,Sports
"EarthLink Inc, one of the US #39;s largest consumer ISPs, said yesterday it has started offering free voice over IP calls to subscribers of its high speed service.",Sci/Tech,Business
"At least six people died in Shikoku after heavy rains from Typhoon Megi pounded the western Japan island on Tuesday and Wednesday, officials said. ",World,Business
"CBC SPORTS ONLINE - Peyton Manning threw for a career-high 472 yards and five touchdowns on 25-of-44 passing, but his last-ditch comeback attempt ended with an interception in the end zone in the closing minutes as Kansas City outlasted Indianapolis 45-35 ",Sports,Sports
"Laurence Maroney had a 50-yard touchdown run and finished with 145 yards rushing, and freshman Justin Valentine had three short TDs to lead No.",Sports,Sports
"In one of the first enforcement actions of the Americans with Disabilities Act on the Internet, two major travel services have agreed to make sites more accessible to the blind and visually impaired.",Sci/Tech,Sci/Tech
"ALAMEDA, Calif. Oakland Raiders quarterback Rich Gannon has a broken vertebrae in his neck and he #39;ll be on the sidelines at least six weeks.",Sports,Business
