text,label,requested_label
"Shawn Green hit two home runs, including a grand slam, as Los Angeles defeated the Atlanta Braves 7-4 in a battle of National League division leaders at Dodger Stadium on Saturday. The win puts the Dodgers at the top of the division standings, ahead of the Braves and San Francisco Giants. Green's performance at the plate was a significant boost to the Dodgers' offense, which has struggled in recent games. The team's manager, Joe Torre, praised Green's efforts, saying he 'stepped up to the plate and delivered' in the clutch. The Dodgers will look to continue their winning streak as they take on the Arizona Diamondbacks in a three-game series starting tomorrow.",Business,Business
AFP - Egypt said it has charged an Iranian diplomat and an Egyptian national over a plot to assassinate an unidentified public figure.,World,
"Microsoft announced on Monday that it will not release a fifth service pack for Windows 2000, a popular version of the company #39;s operating system.",Sci/Tech,
 #39;Ol #39; Blue Eyes #39; provided an emotional musical tribute to  #39;Old Big  #39;Ead #39; as Nottingham Forest celebrated the remarkable life of Brian Clough ahead of today #39;s game with West Ham.,Sports,
Apple unveils new iPhone with improved camera and faster charging,Business,Business
The company is reasonably certain that it can maintain previously issued earnings guidance.,Business,
THE Australian Rugby Union has been swamped with inquiries from high-profile players here and overseas interested in joining the new Super 14 franchise in 2006.,Sports,
The Giants coughed up three straight second-quarter turnovers and dissolved in a torrent of penalties in a baffling loss at Giants Stadium.,Sports,
WASHINGTON - The Senate Judiciary Committee heard this morning from one of its own about some of the problems with airline ''no fly'' watch lists. Sen...,World,
UConn senior quarterback Dan Orlovsky has admitted that he probably would have gone to Boston College if offered a scholarship. But ,Sports,
 NEW YORK (Reuters) - U.S. Open organizers have apologized  to Serena Williams for a controversial line call in her  quarter-final loss to Jennifer Capriati on Tuesday.,Sports,
"Researchers have discovered a new species of ancient human in the Philippines, which may have co-existed with other human species such as Homo erectus and Neanderthals. The new species, named Homo luzonensis, is believed to have lived on the island of Luzon at least 50,000 years ago. The findings were published in the journal Nature on Wednesday. #HomoLuzonensis #Science #Archaeology",Sci/Tech,Sci/Tech
"NASA's Parker Solar Probe has successfully entered the Sun's corona, becoming the first spacecraft to ever do so. The probe, launched in 2018, has been studying the Sun's outer atmosphere and providing groundbreaking insights into the solar wind and coronal heating. #ParkerSolarProbe #Sun #SciTech",Sci/Tech,Sci/Tech
"Open source can immediately prompt the words  #39;law suit #39; in some peoples #39; minds, but Black Duck have introduced a software platform that helps developers catch and resolve potential intellectual property disputes.",Sci/Tech,
Jenson Button has admitted he was  quot;misguided quot; in his attempts to switch to Williams for next season. The 24-year-old declared his intention to leave BAR in August but team boss David Richards prevented the move on legal grounds.,Sports,
&lt;strong&gt;Review&lt;/strong&gt; Quite a tempting package?,Sci/Tech,
"A dominant defensive performance and a 21-point lead left the Indianapolis Colts with precious little to fret about at halftime Sunday at the RCA Dome, save the inconsequential.",Sports,
"The United Nations has announced that it will provide aid to a devastated coastal town in the aftermath of a recent hurricane. The town, located in a developing country, was hit particularly hard by the storm and is in urgent need of supplies and support. The UN has mobilized a team of experts and resources to assist in the relief efforts and will work closely with local authorities to ensure that the aid is distributed fairly and effectively.",World,World
"NASA's New Horizons spacecraft has captured stunning images of Ultima Thule, a distant Kuiper Belt object once thought to be a single object but now revealed to be a contact binary composed of two spherical bodies. The images show a detailed view of the object's icy surface, including a prominent ring system and a receding linear feature. Scientists believe the object may have formed through a process known as hierarchical assembly, where smaller objects collided and merged over time. The discovery of Ultima Thule has shed new light on the formation of our solar system and the diversity of celestial bodies beyond Neptune's orbit.",Sci/Tech,Sci/Tech
"Chip giant Intel announced that it has joined forces with the world #39;s largest handset maker, Nokia, to develop the next generation mobile phone.",Sci/Tech,
Motorsport.com. Rubens Barrichello finally got the win he has been waiting for when he led Michael Schumacher across the line to take a Ferrari one-two at the Italian Grand Prix.,Sports,
"Researchers at MIT have developed a new AI system that can generate realistic 3D models of objects and scenes, using only a single camera and a few seconds of footage. The system, called 'DeepStereo,' could revolutionize the field of computer vision and have numerous applications in industries such as robotics, autonomous vehicles, and filmmaking.",Sci/Tech,Sci/Tech
"Researchers at MIT have developed a new material that can absorb and convert 100% of the sun's energy, making it a promising solution for sustainable energy production. The material, called 'solar sponges,' is made of a special type of plastic that is able to harness the full potential of the sun's rays, even on cloudy days. This breakthrough could revolutionize the way we generate energy and help reduce our reliance on fossil fuels. #SolarSponge #SustainableEnergy",Sci/Tech,Sci/Tech
"Spa is among the most demanding circuits for the engine, and Rob White explains the challenge of this unusual circuit.",Sports,
"Researchers at MIT have developed a new AI algorithm that can create realistic images of objects and scenes, even when the objects are not present in the training data. The algorithm uses a technique called 'generative adversarial networks' to create the images, which could have applications in fields such as entertainment, advertising, and education. #SciTech #AI #Imaging",Sci/Tech,Sci/Tech
"NASA's Juno spacecraft has captured stunning images of Jupiter's Great Red Spot, a massive storm that has been raging for centuries. The images, released today, show the storm's swirling clouds and intense turbulence in unprecedented detail. Scientists say the Great Red Spot is likely to shrink or disappear in the next few years, and the Juno mission is helping them understand the complex processes that are driving this change. #JunoMission #GreatRedSpot",Sci/Tech,Sci/Tech
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-1 in El Clásico,Sports,Sports
"Shares of InPhonic Inc., a Washington reseller of wireless service and telephones over the Internet, rose 26 percent Tuesday on their first day of trading..&lt;br&gt;&lt;FONT face=''verdana,MS Sans Serif,arial,helvetica'' size=''-2'' color=''#666666''&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",Sci/Tech,
"Lewis Hamilton wins thrilling Belgian Grand Prix, extends lead in drivers' championship",Sports,Sports
"Siemens mobile has warned users about a software-related defect in its 65 product series, the C65, CX65, M65, S65 and SL65 may cause an extremely loud melody when the battery is run down causing your connection to be lost.",Business,Business
Premiership adversaries Manchester United and Arsenal will have another chance to do battle at Old Trafford after last night #39;s League Cup quarter-final draw brought the teams together again.,Sports,
AP - Evander Holyfield was suspended indefinitely by New York boxing officials in the wake of his loss Saturday night to journeyman Larry Donald.,Sports,
Syrian refugees arrive in Canada after long journey,World,World
"update In order to get the next update of its Windows operating system out the door, Microsoft will delay some of the key improvements that had been planned.",Sci/Tech,
Verizon SuperPages.com said Friday it has teamed up with eBay and Shopping.com for the rollout of new shopping tools on its online Yellow Pages site.,Business,
AP - Apparently even a Hall of Fame coach doesn''t get a break from the officials. Washington Redskins coach Joe Gibbs on Tuesday reviewed the tape of the previous night''s loss to the Dallas Cowboys and determined he was on the wrong side of ''two awful calls.'',Sports,
"NASA's latest Mars rover, Perseverance, has successfully landed on the red planet and is already making groundbreaking discoveries. The rover is equipped with advanced instruments to study the Martian geology and search for signs of past or present life on the planet. #MarsLanding #NASA #SciTech",Sci/Tech,Sci/Tech
"A new pan-European supercomputing network has opened to help scientists in the EU with their research.  quot;We have just completed testing, quot; said David Henty of the Edinburgh Parallel Computing Centre, a member ",Sci/Tech,
"Aug. 18 (Bloomberg) -- The case against eight men charged with conspiracy to commit murder and carry out terrorist attacks was referred to the Old Bailey, London #39;s central criminal court. ",World,
"The Internet Corporation for Assigned Names and Number, the organization named by the US government in 1998 to oversee policies over Internet addresses, gave a preliminary nod Monday to domain names targeting mobile services and the jobs ",Sci/Tech,
CHICAGO (CBS.MW) -- Circuit City Stores shares plummeted 10 percent Monday after the nation #39;s No. 2 electronics retailer said that its third-quarter same-store sales fell 4.3 percent.,Business,
"NASA's Kepler space telescope has discovered a record-breaking 40 exoplanets, including some that are similar in size to Earth. The telescope, which was launched in 2009, has been scanning the skies for exoplanets using the transit method, which detects the dimming of stars as planets pass in front of them. The new discoveries bring the total number of exoplanets discovered by Kepler to over 4,000. Scientists believe that the findings could help unlock the secrets of how planets form and evolve in our galaxy. #KeplerTelescope #Exoplanets #Astronomy",Sci/Tech,Sci/Tech
"MOSCOW (Reuters) - Russia has deployed troops to Syria to support President Bashar al-Assad's government in the civil war, the Russian Defense Ministry said on Monday. The move comes as the conflict in Syria enters its ninth year, with no end in sight. The Russian military intervention is likely to escalate the conflict and increase tensions in the region. #Syria #Russia #War",World,World
"AP - One day after the most lopsided loss in the 115 years of Nebraska football, the coaching staff told the Cornhuskers to forget about it.",Sports,
"Oracle CEO Mark Hurd is taking an unconventional approach to innovation, seeking advice from unlikely sources, including a former NFL quarterback. #Oracle #innovation #leadership",Business,Business
" TOKYO (Reuters) - Japanese camera and office equipment  maker Canon Inc. &lt;A HREF=''http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=7751.T qtype=sym infotype=info qcat=news''&gt;7751.T&lt;/A&gt; said on Tuesday it would start  producing rear projection televisions later this year, aiming  to secure a chunk of the rapidly growing market for big screen  TVs.",Sci/Tech,
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-2 in El Clásico,Sports,Sports
HP plans to add virus-throttling technology to ProLiant servers and ProCurve switches starting in early 2005. Virus Throttler technology slows the spread of a virus or worm within an infected server to give  administrators time to act.,Sci/Tech,
"MIAMI - Just when it appeared Eddie Jones was becoming a has-been offensively, the 33-year-old reached back in time Saturday against Washington and had one of the best rapid-fire showings of his five-year Heat career. Jones scored 22 points in the fourth quarter, including the game-winner with 3.8 seconds remaining, as the Heat defeated the Wizards 105-103. The victory was Miami's third in a row and improved their record to 20-15.",Sports,Sports
"JPMorgan Chase profits rise on strong trading, investment banking",Business,Business
"Mozilla Firefox Internet Browser Market Share Gains to 7.4\\The latest survey from OneStat.com shows what was expected. Firefox is gaining on Internet Explorer and pretty rapidly. As per the reports, Mozilla Foundation has taken a 7.4 market share gaining more than 5 since May. Microsoft rsquo;s Internet Explorer has dropped down ...",Sci/Tech,
"Amazon's Jeff Bezos becomes world's richest person, overtaking Bill Gates",Business,Business
"Russia has postponed the test launch of a new booster rocket scheduled for Friday, the Defense Ministry said Thursday. The launch of the Soyuz-2 medium-size rocket from Russia #39;s ",Sci/Tech,
"To judge by the shift in the headlines, the processor war is nearly over. Who #39;s in? Advanced Micro Devices (NYSE: AMD). Out? Intel (Nasdaq: INTC).",Sci/Tech,
AP - Residents burned tires and trash in the streets Thursday trying to drive off swarms of locusts descending on the region in what a U.N. agency called the worst sub-Saharan invasion in more than a decade.,Sci/Tech,
"Mark Martin joined the growing list of longtime drivers easing their way out of NASCAR, announcing Thursday that the 2005 season will be his last as a full-time racer.",Sports,
"Syrian President Bashar al-Assad has announced that his country will be withdrawing from the International Criminal Court, citing bias against his regime. This move comes as the UN releases a report detailing alleged war crimes committed by both the Syrian government and rebel groups. The international community is urging caution and restraint in the face of these developments. #Syria #ICC #WarCrimes",World,World
" TORONTO (Reuters) - New Internet-based technology could  soon turn regular computer users into armchair spies, a  Canadian inventor said on Monday.",Sci/Tech,
"The United Nations has announced that it will launch a global initiative to combat the growing threat of antibiotic resistance. The initiative, which will be launched in the coming months, aims to raise awareness about the issue and promote the development of new antibiotics. The UN says that the problem of antibiotic resistance is becoming increasingly serious, with the World Health Organization estimating that it could cause 10 million deaths annually by 2050. The initiative will involve governments, health organizations, and private sector companies working together to address the issue.",World,World
"Apple's new iPhone sales are down 30% in the first quarter, according to a report by Canalys. The company is expected to launch new models in the coming months to boost sales. #Apple #iPhone #smartphones",Business,Business
"Barnstable had the upperhand once again. The Red Raiders are one win away from defending their MIAA Division 1 state volleyball championship after blanking Chelmsford, 3-0, in the semifinals last night in Mansfield. It was the second time this fall Chelmsford had been frustrated by the powerful Barnstable lineup.",Sports,
"U.S. stocks surged on Tuesday, led by gains in technology and healthcare companies, as investors grew more optimistic about the economic outlook. The Dow Jones Industrial Average rose 1.5% to close at 26,885, while the S&P 500 gained 1.3% to finish at 3,297. The Nasdaq Composite jumped 2.1% to end at 10,555. The rally was fueled by a better-than-expected quarterly report from Microsoft, which topped expectations and lifted the tech giant's shares to an all-time high. Other big gainers included Amazon, Alphabet, and Facebook.",Business,Business
"AP - Accompanied by a warning that its missiles have the range, Iran on Tuesday said it would destroy Israel''s Dimona nuclear reactor if the Jewish state were to attack Iran''s nuclear facilities.",World,
Tulane officials have postponed Saturday #39;s football game against Louisville because of the threat of Hurricane Ivan. Tulane officials said in a statement Tuesday that the game is tentatively rescheduled for the weekend of Dec. 4 at the Superdome.,Sports,
"The combined worldwide market for desktops, servers and packaged software running on Linux is forecast to grow at a 2003-2008 compound annual growth rate of 25.9 percent worldwide, reaching \$35.7 billion by 2008.",Sci/Tech,
"NASA's Parker Solar Probe has made history by becoming the closest object to the Sun. The probe has entered the Sun's corona, the outermost layer of the solar system, and has provided groundbreaking insights into the Sun's behavior. The probe has also discovered a new type of solar wave, known as a 'solar kink wave', which could help scientists better understand the Sun's internal dynamics. #SolarProbe #SunStudies #SpaceExploration",Sci/Tech,Sci/Tech
"SAN FRANCISCO (Reuters) - Tech giant Apple has announced plans to expand its renewable energy portfolio by investing $300 million in a new solar farm in Arizona. The farm, which is expected to be completed in 2023, will generate 100 megawatts of power and help reduce the company's reliance on fossil fuels. Apple has made a commitment to power 100% of its facilities with renewable energy, and this latest investment is a significant step towards achieving that goal.",Business,Business
"Researchers at MIT have developed a new material that can absorb and convert 100% of the sun's energy, making it a promising solution for sustainable energy production. The material, called 'solar absorber,' is made of a combination of materials that are highly efficient at converting sunlight into electricity. The team hopes to have the technology ready for commercial use within the next five years.",Sci/Tech,Sci/Tech
"The Mac maker says it will replace about 28,000 batteries in one model of PowerBook G4 and tells people to stop using the notebook.",Sci/Tech,
"ATHENS -- A year ago in Anaheim, Calif., they were out of uniform and on crutches, their world meet over before it began, their careers in doubt. Annia Hatch had dislocated her left knee and torn her anterior cruciate ligament. Courtney Kupets had ruptured her left Achilles' tendon. Last night, they were both on the Olympic medal stand with medals around their necks.",Sports,Sports
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-0 in El Clásico,Sports,Sports
"Sony announces plans to launch a new line of high-end smartphones next year, featuring cutting-edge technology and sleek designs. The company is expected to unveil the new devices at a press conference in January. #Sony #smartphones #tech",Business,Business
"Mobility and scallops marinated in truffle oil, anyone? Fine dining will be the reward for those who venture to the remote island of Tromsø in Norway. The island, located in the Arctic Circle, is known for its stunning fjords and rugged landscapes, but it's also home to some of the most exotic and delicious seafood in the world. Visitors can indulge in freshly caught scallops, shrimp, and lobster, all while taking in the breathtaking scenery of the Arctic wilderness. #Tromsø #ArcticCuisine #FineDining",World,World
"After you''ve joined the music revolution and plunked down \$250 for an Apple iPod mini, it''s easy to become quite protective of the little gizmo.",Sci/Tech,
"The Recording Industry Association of America (RIAA) has filed 754 new lawsuits against alleged file-traders using peer-to-peer services, the trade group announced Thursday.",Sci/Tech,
"SiliconValley.com - In August, Joshua Rosen, a San Francisco entrepreneur and art director, went live with a Web site that makes it very simple for people to register to vote.",Sci/Tech,
"SAN FRANCISCO (Reuters) - Twitter Inc. announced on Tuesday that it has acquired TweetDeck, a popular third-party Twitter client, for an undisclosed sum. The acquisition is expected to help Twitter expand its user base and improve its offerings for developers and businesses. #Twitter #TweetDeck #Acquisition",Business,Business
"NASA's Mars 2020 rover has discovered evidence of a potential underground water source on the Red Planet. The rover detected signs of hydrated minerals in a Martian rock formation, which could indicate the presence of water in the past. The discovery could help scientists better understand the planet's geology and potential habitability. #Mars #WaterOnMars #SciTech",Sci/Tech,Sci/Tech
"NASA's InSight lander has successfully touched down on Mars and begun its mission to study the Red Planet's internal structure. The lander, which launched in May, used a heat shield to protect itself from the friction of reentry and touched down on the Martian surface using a parachute and retrorocket system. InSight, which stands for Interior Exploration using Seismic Investigations, Geophysics and Astronomy, is designed to study Mars' interior structure and provide insights into the planet's composition and evolution. #MarsLanding #NASA",Sci/Tech,Sci/Tech
"MOSCOW (Reuters) - Russia and China have signed a deal to build a gas pipeline across Siberia, in a move that could strengthen their strategic partnership and challenge the dominance of Western energy companies. The $400 billion project, which will take several years to complete, is expected to provide a reliable source of energy for both countries and reduce their dependence on foreign supplies. #Russia #China #GasPipeline #EnergySecurity",World,World
Massive protests erupt in Hong Kong as China-US tensions escalate,World,World
"Researchers at MIT have developed a new material that can absorb and convert carbon dioxide into oxygen at an unprecedented rate. The material, called 'Metal-Organic Frameworks,' could help reduce carbon emissions and combat climate change. By Peter Valdes-Dapena, CNN/Money staff writer.",Sci/Tech,Sci/Tech
"Gaza truce holds after day of violence, but tensions remain",World,World
"Dell's Photo All-In-One Printer 962 prints, scans, faxes and copies for $179.",Business,Business
"PalmSource today announced entry into an agreement for the acquisition of China MobileSoft Limited (CMS), a leading Chinese mobile phone software company with business operations headquartered with its wholly-owned subsidiary, MobileSoft Technology ",Sci/Tech,
"Electronic Data Systems Corp., which lost business when customer US Airways Group Inc. filed for bankruptcy protection the first time, says the carrier #39;s latest filing also will hurt.",Business,
"Oakland, CA (Sports Network) - The Oakland Athletics have acquired infielder Keith Ginter from the Milwaukee Brewers in exchange for pitcher Justin Lehr and outfielder Nelson Cruz.",Sports,
"Do-it-yourself phishing kits are being made available for download free of charge from the Internet, according to anti-virus firm Sophos.\",Sci/Tech,
"Liverpool FC won their first Champions League title in 18 years by defeating Tottenham Hotspur 2-0 in the final. Mohamed Salah scored both goals for the Reds, who were led by manager Jürgen Klopp. The victory was met with wild celebrations in Liverpool, as the city erupted in joy. #LFC #ChampionsLeague #Salah",Sports,Sports
"A Republican on how to survive in a Democratic town: This really is the greatest city in the world, but you are now behind enemy lines.",World,
"Samsung Electronics has announced plans to invest $140 million in a new manufacturing facility in Texas, creating over 1,000 jobs in the region. The facility will produce semiconductors for Samsung's mobile devices, including the Galaxy S and Galaxy Note series. The investment is part of Samsung's efforts to expand its production capacity and meet growing demand for its products. ",Business,Business
Dell's CEO says the company is looking to ease a major 'pain point' for customers with its upcoming product refreshes. #Dell #Technology,Business,Business
"AP - As Philadelphia prepares to install monitoring cameras at some city intersections, officials say they''re not worried about studies that suggest the surveillance may lead to more accidents.",Sci/Tech,
"Wide receiver Terrell Owens said he had a few end-zone celebrations prepared for Sunday #39;s game against the team he shunned in the offseason, the Baltimore Ravens.",Sports,
"Researchers at MIT have developed a new AI algorithm that can analyze medical images with unprecedented accuracy. The algorithm can detect subtle patterns in brain scans that were previously undetectable, potentially leading to earlier diagnosis and treatment of neurological disorders. #SciTech #AI #MedicalImaging",Sci/Tech,Sci/Tech
"A man in Thailand has died of avian flu, the first human casualty in the country since the disease re-emerged in Asia in July, officials said Thursday.",World,
Amazon to Acquire Whole Foods Market in $13.7 Billion Deal,Business,Business
"BERLIN : German Chancellor Gerhard Schroeder #39;s party vowed to press on with its tough economic reform drive, despite a fresh state election rout that spells trouble for a string of further polls this month.",World,World
"This holiday the hottest new products for kids have one thing in common: They all interact with the tube, whether by means of sensors, radio-wave technology or the regular old TV remote control.",Sci/Tech,
Bryce Harper hit a walk-off home run in the bottom of the 9th inning to give the Washington Nationals a 5-4 victory over the Miami Marlins.,Sports,Sports
"Like it or not, Rupert Murdoch is a New York City staple. As chairman of News Corp. (nyse: NWS - news - people ), the billionaire is a part of Gothamites #39; lives.",Business,
"NEW YORK - Cisco Systems Inc. said Monday it has agreed to acquire Sunnyvale, California, software developer P-Cube Inc. in a cash-and-options deal Cisco valued at \$200 million.",Sci/Tech,
Reuters - Thai scientists began an investigation\Monday into what some conservationists believe could be the\world''s biggest case of ape smuggling -- nearly 100 orangutan\found in a Bangkok amusement park.,Sci/Tech,
"Apple has patented a new design for its upcoming iPhone, which features a larger screen and a sleeker overall look. The new design is expected to be a major improvement over the current model and could give Apple a competitive edge in the market. (Source: CNET)",Business,Business
"Scientists have discovered a new species of ancient human in the Philippines, which may have co-existed with the well-known Homo sapiens in the region. The new species, known as Homo luzonensis, lived on the island of Luzon at least 50,000 years ago and had a unique set of physical features, including a small brain and a bony structure in the inner ear. The findings were published in the journal Nature on Wednesday. #SciTech #Archaeology #HumanEvolution",Sci/Tech,Sci/Tech
"The ongoing conflict in Yemen has resulted in a humanitarian crisis, with over 3 million people displaced and facing food insecurity. The situation has been exacerbated by the ongoing blockade of the country, which has made it difficult for aid organizations to reach those in need. The United Nations has called for an immediate ceasefire and the resumption of humanitarian aid deliveries to the region.",World,World
"com November 4, 2004, 2:38 PM PT. This priority retains its ranking at number five as more and more companies deploy Web services to share business logic, data and processes with each other and with clients.",Sci/Tech,
"Mexico has declared a state of emergency after a powerful earthquake struck the country, causing widespread damage and killing at least 12 people. The 7.1 magnitude quake hit the state of Oaxaca on Tuesday, with the epicenter located near the city of Pinotepa Nacional. Rescuers are working to reach trapped survivors and provide aid to those affected.",World,World
"Maoists rebels have lifted a blockade that cut Nepal's capital Kathmandu off from the rest of the country for a week. In a statement released Tuesday, however, the rebels warned the government that they will not hesitate to take further action if their demands are not met. (Source: Bloomberg News)",World,World
Order was restored to the Jets'' quarterbacking universe on Wednesday when Chad Pennington returned to practice with the first team.,Sports,
"The global COVID-19 pandemic has spread to over 200 countries and territories, with cases reported in every region of the world. The World Health Organization (WHO) has declared the pandemic a global health emergency, and governments around the world are implementing unprecedented measures to slow the spread of the virus. The pandemic has had a significant impact on the global economy, with many countries imposing lockdowns, travel restrictions, and other measures to contain the virus. The WHO has warned that the pandemic is likely to get worse before it gets better, and has called for international cooperation and support to help mitigate its effects.",World,World
"Apple is expected to launch a new line of iPhones next month, with improved cameras and faster processors. The company is also rumored to be working on a new augmented reality feature for the devices. #Apple #iPhone #AR",Business,Business
" ATLANTA (Reuters) - Quiznos Sub, the third-largest U.S.  sandwich chain, said on Wednesday it signed a deal to serve  PepsiCo Inc. &lt;A HREF=''http://www.investor.reuters.com/FullQuote.aspx?ticker=PEP.N target=/stocks/quickinfo/fullquote''&gt;PEP.N&lt;/A&gt; drinks in its U.S. outlets, ending a  23-year relationship with Coca-Cola Co. &lt;A HREF=''http://www.investor.reuters.com/FullQuote.aspx?ticker=KO.N target=/stocks/quickinfo/fullquote''&gt;KO.N&lt;/A&gt;",Business,
"After months waiting for Microsoft to give me a reason to remain loyal, I finally dumped Internet Explorer for the Firefox Web browser last week.",Sci/Tech,
Carmelo Anthony leads Denver Nuggets to victory over Toronto Raptors with 30 points and 10 rebounds. #Nuggets #Raptors #NBA,Sports,Sports
"A Jordanian who disappeared in Iraq two weeks ago and was believed to have been kidnapped has been freed and is in the custody of Iraqi police, Foreign Ministry spokesman Ali al-Ayed told reporters yesterday. ",World,
"Sudan's President Omar al-Bashir has announced that his country will be withdrawing from the International Criminal Court (ICC). This move comes after the ICC issued an arrest warrant for al-Bashir on charges of war crimes and crimes against humanity in Darfur. The decision has sparked outrage from human rights groups and international leaders, who fear it will embolden other authoritarian regimes to ignore international justice.",World,World
"LeBron James signs 5-year, $215 million contract extension with the Los Angeles Lakers",Sports,Sports
" NEW YORK (Reuters) - Stocks rose on Tuesday as a oil prices  slid below \$48 a barrel, offsetting caution as investors waited  for an expected quarter-point hike in U.S. interest rates and  results from technology bellwether Cisco Systems Inc. &lt;A HREF=''http://www.investor.reuters.com/FullQuote.aspx?ticker=CSCO.O target=/stocks/quickinfo/fullquote''&gt;CSCO.O&lt;/A&gt;.",Business,
"NASA's Parker Solar Probe has successfully entered the sun's corona, becoming the first spacecraft to ever do so. The probe, launched in 2018, was designed to study the sun's outer atmosphere and has already made several groundbreaking discoveries. Scientists are hailing the achievement as a major milestone in the field of space exploration.",Sci/Tech,Sci/Tech
"NASA's Mars 2020 rover has discovered evidence of ancient rivers on the Red Planet, shedding new light on the planet's geological history. The rover found sedimentary rocks that indicate the presence of water on Mars millions of years ago, and the discovery could have implications for the search for extraterrestrial life. #MarsRover #SciTech",Sci/Tech,Sci/Tech
"Talking in a teleconference this afternoon, David Richards insisted that the ending of the  quot;consultancy contract quot; between BAR and Prodive, and his subsequent departure from the team, was a mutual decision.",Sports,
Migrant crisis in Europe worsens as thousands arrive on Greek islands,World,World
"Microsoft has acquired LinkedIn for $26.2 billion, in a deal that could revolutionize the way businesses connect with customers and employees. The acquisition, which is the largest in Microsoft's history, is expected to close this year. #Microsoft #LinkedIn #Business",Business,Business
Researchers at MIT have developed a new material that can absorb and convert 100% of the sun's energy into electricity. This breakthrough could lead to a new era of renewable energy and a significant reduction in carbon emissions. #SolarEnergy #RenewableEnergy #ClimateChange,Sci/Tech,Sci/Tech
"For those who need to make telephone calls in flight and don''t want to sell the second car to finance them, help is on the way.",Sci/Tech,
"LONDON, Aug 20 (Reuters) - Jamaica striker Ricardo Fuller has joined Portsmouth from Preston North End on a two-year contract, the Premier League club said on Friday. ",Sports,
Wall Street analysts cut their forecast on earnings for American Airlines parent AMR Corp. (AMR.N) on Thursday while the airline's chief executive said high fuel prices had stung the world's largest carrier. The company's shares fell 3.5% after the prediction. (Source: Reuters),Business,Business
Workers at Apple #39;s Irish operations in Cork remain gloomy this morning over one European country that remains outside the reach of iTunes Europe - Ireland.,Sci/Tech,
"Growth in global semiconductor sales will probably halve next year, according to a new report. The market is facing a slowdown due to decreased demand from major technology companies. #semiconductor #tech #business",Business,Business
"Nintendo and iQue to release Game Boy Advance SP later this month in 21 different cities in China. TOKYO--Nintendo has announced that it will launch the Game Boy Advance SP in China on October 27, Bloomberg Japan reports today.",Sci/Tech,
NFL star Odell Beckham Jr. has been suspended for one game after his altercation with a cameraman during a game.,Sports,Sports
Tom Lehma''s 5-under 67 on Saturday leaves him tied for the Funai Classic lead as he gets a third chance in as many weeks to end a five-year winning drought.,Sports,
"NASA's Mars 2020 rover has discovered evidence of a past habitable environment on the Red Planet. The rover found signs of water on the Martian surface, which could have supported life millions of years ago. The discovery could help scientists better understand the potential for life on Mars and inform future missions to the Red Planet. #Mars #SciTech",Sci/Tech,Sci/Tech
"When was the last time you heard about a company more than doubling its profit from the previous year, but an error in judgment restrained that profit?",Business,
"Guatemala''s government agrees to pay millions of dollars to former paramilitaries, who some accuse of war crimes.",World,
San Francisco Mayor Gavin Newsom has set a goal of providing free wireless Internet activity in his city that sees itself as a vanguard of the Internet revolution.,Sci/Tech,
"By MATTHEW FORDAHL    SAN JOSE, Calif. (AP) -- After years of battling Microsoft Corp...",Sci/Tech,
"Researchers at MIT have developed a new material that can absorb and convert carbon dioxide into oxygen at an unprecedented rate. The new material, called 'Metal-Organic Frameworks,' could help reduce carbon emissions and mitigate the effects of climate change. #SciTech #ClimateChange",Sci/Tech,Sci/Tech
"AP - Latrell Sprewell was suspended for one game by the NBA on Tuesday for yelling a sexual vulgarity at a female fan during a game, the latest episode of a player clashing with spectators.",Sports,
Sony Announces New Line of High-End Smartphones,Business,Business
"NewsFactor - Retailers that saw impressive growth in year-over-year online sales during last year''s holiday season should not look for the same results this year, according to estimates by Forrester Research.",Sci/Tech,
Oracle Corp. plans to nominate four candidates for election to rival PeopleSoft Inc.''s board of directors as part of its battle to acquire the rival software company.,Business,Business
The United Nations has announced that it will hold an emergency meeting to discuss the ongoing conflict in Syria. The meeting will bring together representatives from over 50 countries to find a peaceful solution to the crisis. The UN Secretary-General has called on all parties involved to work towards a ceasefire and a political settlement. (Source: BBC News),World,World
Heart of Midlothian Plc said head coach Craig Levein is holding talks to take over as manager at Leicester City in England after steering the Scottish soccer club to the group stage of Europe #39;s UEFA Cup this season.,Sports,
"Syrian President Bashar al-Assad has announced that his country has developed a new weapon system, which he claims is capable of destroying Israel. The announcement has raised concerns in the international community, with the United States and other nations calling for restraint. #Syria #Israel #Weapons",World,World
"NASA's Parker Solar Probe has made a historic flyby of the Sun, coming within 15 million miles of the star's surface. The probe, launched in 2018, has been providing scientists with valuable data on the Sun's magnetic field and atmosphere. The flyby marks the closest approach to the Sun by a spacecraft in history, and has provided new insights into the Sun's behavior and the solar system's magnetic environment.",Sci/Tech,Sci/Tech
"Although AIDS is thought of as a disease of the young, in the United States it is rapidly becoming one of the middle-aged and even the old.",Sci/Tech,
Microsoft unveils new AI-powered tool to streamline business operations,Business,Business
